['our, brother, tom, has, just] : 1
[the, sight, of, and, to] : 1
[the, sight, of, a, toad] : 1
[the, sight, of, brutus, and] : 1
[the, sight, of, her, monstrous] : 1
[the, sight, of, my, foreign] : 1
[the, sight, of, my, scimitar] : 1
[the, sight, of, so, many] : 1
[the, sight, of, so, prodigious] : 1
[the, sight, of, spirits, that] : 1
[the, sight, of, them, filled] : 1
[the, sight, was, ridiculous, enough] : 1
[the, sight, was, so, nauseous] : 1
[the, signet, royal, which, he] : 1
[the, sign, for, caesar, and] : 1
[the, sign, of, the, green] : 1
[the, signs, her, husband, made] : 1
[the, similarity, of, their, bodies] : 1
[the, simplest, manner, and, style] : 1
[the, simplicity, of, their, manners] : 1
[the, sinews, and, muscles, introduced] : 1
[the, singularity, of, my, humour] : 1
[the, situation, of, the, stone] : 1
[the, six, criminals, above, which] : 1
[the, sixth, i, made, a] : 1
[the, size, of, a, large] : 1
[the, size, of, a, silver] : 1
[the, size, of, a, walking] : 1
[the, size, of, bodies, unbraced] : 1
[the, size, of, large, thimbles] : 1
[the, size, of, those, people] : 1
[the, skeleton, as, a, monument] : 1
[the, skin, and, put, on] : 1
[the, skin, of, some, other] : 1
[the, skin, of, which, is] : 1
[the, skins, and, hairs, of] : 1
[the, skins, of, dried, in] : 1
[the, skins, of, rabbits, and] : 1
[the, skins, of, the, latter] : 1
[the, skins, of, the, same] : 1
[the, skins, of, well, stitched] : 1
[the, skirts, of, my, coat] : 1
[the, sky, in, a, little] : 1
[the, sky, i, was, curious] : 1
[the, sky, more, darkened, than] : 1
[the, sky, was, perfectly, clear] : 1
[the, slip, on, the, roof] : 1
[the, slipping, that, i, had] : 1
[the, sloop, and, gave, me] : 1
[the, sloop, i, observed, among] : 1
[the, small, collection, of, rarities] : 1
[the, smaller, birds, did, not] : 1
[the, smaller, end, many, hundred] : 1
[the, smaller, end, of, their] : 2
[the, smaller, pocket, on, the] : 1
[the, smallest, circle, has, as] : 1
[the, smallest, ever, known, in] : 1
[the, smallest, of, their, boats] : 1
[the, smallest, spark, and, blow] : 1
[the, smallest, spark, of, fire] : 1
[the, smallest, that, ever, was] : 1
[the, smallest, wherry, was, equal] : 1
[the, smallest, which, to, my] : 1
[the, small, of, my, right] : 1
[the, smart, he, drew, back] : 1
[the, smart, of, their, arrows] : 2
[the, smell, came, flying, into] : 1
[the, smell, he, contracts, in] : 1
[the, smell, of, a, continuing] : 1
[the, smell, which, in, a] : 1
[the, smith, after, several, attempts] : 1
[the, smoke, one, of, them] : 1
[the, smoothest, and, whitest, skins] : 1
[the, sober, dictates, of, their] : 1
[the, society, and, under, the] : 1
[the, society, of, an, english] : 1
[the, society, of, a, vessel] : 1
[the, softest, cloth, she, could] : 1
[the, softness, and, colour, but] : 1
[the, softness, whiteness, and, smoothness] : 1
[the, soil, appeared, to, be] : 1
[the, soldiers, and, people, were] : 1
[the, sole, cause, of, antony's] : 1
[the, sole, disposal, of, the] : 1
[the, sole, inventor, of, this] : 1
[the, sole, monarch, of, the] : 1
[the, son, of, libertina, who] : 1
[the, sons, of, men, whose] : 1
[the, sordid, animal, missing, his] : 1
[the, sorrel, and, the, iron] : 1
[the, sorrel, nag, always, loved] : 1
[the, sorrel, nag, and, another] : 1
[the, sorrel, nag, and, the] : 1
[the, sorrel, nag, helping, me] : 1
[the, sorrel, nag, his, valet] : 1
[the, sorrel, nag, my, fellow] : 1
[the, sorrel, nag, offered, me] : 1
[the, sorrel, nag, to, be] : 1
[the, sorrel, nag, we, went] : 1
[the, sorrel, nag, who, performed] : 1
[the, sorrel, nag, who, was] : 1
[the, so, they, call, a] : 1
[the, sought, for, with, much] : 1
[the, sound, before, the, spinet] : 1
[the, sound, of, his, voice] : 1
[the, sound, which, seemed, to] : 1
[the, south, and, got, into] : 1
[the, south, and, make, what] : 1
[the, south, coast, of, new] : 1
[the, south, coast, of, the] : 1
[the, southern, monsoon, began, to] : 1
[the, southern, wind, called, the] : 1
[the, south, he, offered, himself] : 1
[the, south, in, their, intended] : 1
[the, south, i, set, up] : 1
[the, south, my, course, was] : 1
[the, south, part, of, japan] : 1
[the, south, part, of, the] : 1
[the, south, point, of, luggnagg] : 1
[the, south, point, of, new] : 1
[the, south, sea, we, set] : 1
[the, south, side, whereof, was] : 1
[the, space, being, so, wide] : 1
[the, space, between, the, first] : 1
[the, space, of, an, hour] : 1
[the, space, of, ground, they] : 1
[the, space, of, one, skull] : 1
[the, space, of, ten, hours] : 1
[the, space, of, two, months] : 1
[the, spaniards, which, they, could] : 1
[the, speaker, addresses, himself, this] : 1
[the, species, i, had, become] : 1
[the, species, of, men, were] : 1
[the, species, the, lilliputians, will] : 1
[the, spectators, i, was, going] : 1
[the, speedy, determination, of, civil] : 1
[the, spheres, which, always, played] : 1
[the, spider, there, was, a] : 1
[the, spinet, a, bench, was] : 1
[the, spinet, glumdalclitch, kept, one] : 1
[the, spinet, was, near, sixty] : 1
[the, spirit, of, a, poet] : 1
[the, spiritual, fathers, of, the] : 1
[the, spits, with, many, other] : 1
[the, spoils, of, the, nation] : 1
[the, spoons, forks, and, other] : 1
[the, spot, and, we, left] : 1
[the, spot, as, he, described] : 1
[the, spot, each, piece, being] : 1
[the, spot, they, stood, upon] : 1
[the, spot, which, is, the] : 1
[the, spring, comfortable, as, the] : 1
[the, springs, and, motives, of] : 1
[the, square, bits, of, wood] : 1
[the, squares, and, each, window] : 1
[the, squares, of, their, periodical] : 1
[the, squeezes, given, me, by] : 1
[the, stable, my, horses, understand] : 1
[the, stable, of, the, here] : 1
[the, stage, and, commanded, that] : 1
[the, stage, and, the, emperor] : 1
[the, stage, when, she, was] : 1
[the, stairs, to, the, top] : 2
[the, stalks, of, the, corn] : 1
[the, stalks, were, so, interwoven] : 1
[the, staples, ordered, them, to] : 1
[the, staples, were, and, had] : 1
[the, staples, were, fixed, and] : 1
[the, starboard, tacks, aboard, we] : 1
[the, stars, because, it, is] : 1
[the, stars, with, greater, clearness] : 1
[the, start, of, him, half] : 1
[the, state, and, condition, of] : 1
[the, state, are, punished, here] : 1
[the, state, nothing, but, an] : 1
[the, state, of, england, the] : 1
[the, state, of, england, under] : 1
[the, state, of, england, which] : 1
[the, state, of, mathematics, and] : 1
[the, state, the, method, is] : 1
[the, state, the, prejudices, of] : 1
[the, station, of, an, humble] : 1
[the, statute, in, that, case] : 1
[the, stem, of, the, tree] : 1
[the, stench, of, so, large] : 1
[the, stench, of, your, carcass] : 1
[the, steps, were, each, fifty] : 1
[the, steward, of, the, nursery] : 1
[the, stick, and, his, first] : 1
[the, stick, is, advanced, or] : 1
[the, stick, sometimes, creep, under] : 1
[the, stile, looking, back, into] : 1
[the, stile, of, the, same] : 1
[the, stink, was, somewhat, between] : 1
[the, stomach, immediately, rejects, with] : 1
[the, stone, as, often, as] : 1
[the, stone, assign, the, following] : 1
[the, stone, be, again, turned] : 1
[the, stone, be, placed, in] : 1
[the, stone, be, turned, upon] : 1
[the, stone, cannot, be, removed] : 1
[the, stone, in, the, bowels] : 1
[the, stone, is, endued, at] : 1
[the, stone, is, oblique, the] : 1
[the, stone, is, put, parallel] : 1
[the, stones, into, the, same] : 1
[the, stone, so, as, to] : 1
[the, stone, they, contended, for] : 1
[the, stone, they, gazed, awhile] : 1
[the, stony, ways, on, which] : 1
[the, stool, and, its, signification] : 1
[the, stool, that, she, stood] : 1
[the, storm, was, much, abated] : 1
[the, storm, was, over, we] : 1
[the, story, out, of, my] : 1
[the, straight, rope, at, least] : 1
[the, straits, of, madagascar, but] : 1
[the, stranger's, often, looking, on] : 1
[the, stream, it, happened, that] : 1
[the, street, but, drew, my] : 1
[the, street, in, his, company] : 1
[the, streets, although, the, orders] : 1
[the, streets, and, fields, without] : 1
[the, streets, and, the, fields] : 1
[the, streets, for, small, wages] : 1
[the, streets, i, reckoned, our] : 1
[the, streets, of, justling, others] : 1
[the, streets, to, another, looking] : 1
[the, streets, walked, fast, looked] : 1
[the, street, would, lay, down] : 1
[the, strength, comeliness, and, speed] : 1
[the, strength, nor, agility, of] : 1
[the, strength, of, it, any] : 1
[the, strength, of, my, memory] : 1
[the, strength, of, this, reasoning] : 1
[the, strict, charge, she, gave] : 1
[the, strictest, computation, of, the] : 1
[the, strictest, confidence, his, gracious] : 1
[the, strictest, decency, with, regard] : 1
[the, strictest, duty, chapter, viii] : 1
[the, strictest, search, we, found] : 1
[the, strict, letter, of, the] : 1
[the, strictness, of, truth, would] : 1
[the, strict, rules, of, decency] : 1
[the, string, as, i, conjecture] : 1
[the, strings, and, wrench, out] : 1
[the, strings, he, was, bound] : 1
[the, strings, that, bound, me] : 1
[the, strings, that, fastened, the] : 1
[the, strings, that, tied, down] : 1
[the, strings, wherewith, i, was] : 1
[the, string, that, holds, their] : 1
[the, stroke, of, the, approaching] : 1
[the, strong, disposition, i, observed] : 1
[the, stronger, drove, from, them] : 1
[the, strongest, and, coarsest, kind] : 1
[the, strongest, cable, and, bars] : 1
[the, strongest, disposition, to, mischief] : 1
[the, strongest, hairs, i, could] : 1
[the, strongest, men, were, employed] : 1
[the, strongest, of, his, honour's] : 1
[the, strongest, or, by, lying] : 1
[the, strongest, preserved, the, balance] : 1
[the, strongest, reasons, and, such] : 1
[the, strongest, stumps, of, hair] : 1
[the, strongest, town, in, his] : 1
[the, strongest, walls, to, the] : 1
[the, strong, influence, of, our] : 1
[the, strong, lattice, wires, placed] : 1
[the, struldbrugs, with, many, conversations] : 1
[the, student, was, to, swallow] : 1
[the, study, of, arts, and] : 1
[the, study, of, philosophy, and] : 1
[the, stumps, of, my, beard] : 1
[the, stumps, of, the, king's] : 1
[the, stumps, so, artificially, scraping] : 1
[the, stumps, whereof, they, plainly] : 1
[the, stupid, and, damp, the] : 1
[the, style, and, manner, of] : 1
[the, style, as, my, cousin] : 1
[the, style, is, very, plain] : 1
[the, style, of, sailors, likewise] : 1
[the, style, peculiar, to, that] : 1
[the, subject, if, the, women] : 1
[the, subject, of, my, diet] : 1
[the, subject, of, war, both] : 1
[the, subject, of, war, does] : 1
[the, subjects, against, their, evil] : 1
[the, subject, the, first, affirmed] : 1
[the, substance, of, several, conversations] : 1
[the, substance, of, what, passed] : 1
[the, succeeding, misfortunes, of, my] : 1
[the, success, has, not, hitherto] : 1
[the, sudden, and, looking, towards] : 1
[the, suds, or, lather, out] : 1
[the, sufferer, more, innocent, yet] : 1
[the, sum, fixed, upon, every] : 1
[the, summer, fruitful, as, autumn] : 1
[the, summerset, several, times, together] : 1
[the, sum, of, all, i] : 1
[the, sum, of, his, discourse] : 1
[the, sum, of, my, discourse] : 1
[the, sum, of, my, speech] : 1
[the, sun's, health, how, he] : 1
[the, sun, and, moon, but] : 1
[the, sun, and, place, my] : 1
[the, sun, and, the, rain] : 1
[the, sun, and, the, weather] : 1
[the, sun, as, calling, him] : 1
[the, sun, at, whose, nod] : 1
[the, sunbeams, in, the, sea] : 1
[the, sun, began, to, grow] : 1
[the, sun, by, their, calculations] : 1
[the, sun, carry, a, blazing] : 1
[the, sun, daily, spending, its] : 1
[the, sun, eleven, moons, and] : 1
[the, sun, if, they, can] : 1
[the, sun, in, the, daytime] : 1
[the, sun, i, often, got] : 1
[the, sun, moon, and, stars] : 2
[the, sun, moving, forwards, towards] : 1
[the, sun, shone, clear, and] : 1
[the, sun, six, or, seven] : 1
[the, sun, so, hot, that] : 1
[the, sun, that, i, was] : 1
[the, sun, towards, it, must] : 1
[the, sun, upon, corrupted, mud] : 1
[the, sun, was, up, and] : 1
[the, sun, will, by, degrees] : 1
[the, superfices, was, composed, of] : 1
[the, superior, anterior, orifice, only] : 1
[the, support, of, lilliputians, some] : 1
[the, support, of, of, our] : 1
[the, surest, way, of, preferment] : 1
[the, surface, of, the, earth] : 1
[the, surface, of, the, water] : 1
[the, swallow, captain, abraham, pannel] : 1
[the, swallow, so, i, translate] : 1
[the, system, of, living, contrived] : 1
[the, table, above, fifty, feet] : 1
[the, table, according, to, my] : 1
[the, table, a, hundred, more] : 1
[the, table, and, humbly, answered] : 1
[the, table, as, the, girl] : 1
[the, table, at, such, a] : 1
[the, table, being, in, great] : 1
[the, table, but, being, afraid] : 1
[the, table, in, his, closet] : 1
[the, tables, at, court, where] : 1
[the, table, this, made, me] : 1
[the, table, three, fine, silken] : 1
[the, table, to, take, care] : 1
[the, table, which, i, embraced] : 1
[the, table, which, was, thirty] : 1
[the, tail, of, the, dead] : 1
[the, tail, of, the, last] : 1
[the, tailor, to, take, my] : 1
[the, taller, and, comelier, person] : 1
[the, tallest, horses, and, oxen] : 1
[the, tallest, persons, were, usually] : 1
[the, tallest, trees, as, i] : 1
[the, tallest, vessels, he, had] : 1
[the, tallow, of, three, hundred] : 1
[the, taste, of, it, in] : 1
[the, taste, the, consistence, the] : 1
[the, taste, there, were, shoulders] : 1
[the, teats, of, the, cows] : 1
[the, teeth, that, it, was] : 1
[the, temperature, of, our, climate] : 1
[the, temple, chapter, ii, the] : 1
[the, tenth, day, we, were] : 1
[the, term, of, eighty, years] : 1
[the, terrible, effects, of, lust] : 1
[the, text, for, the, words] : 1
[the, thames, at, london, we] : 1
[the, the, education, and, exercise] : 1
[the, the, great, virtues, of] : 1
[the, their, buildings, their, manner] : 1
[the, themselves, were, equally, mortal] : 1
[the, theory, of, comets, which] : 1
[the, the, white, the, sorrel] : 1
[the, they, would, soon, change] : 1
[the, thicker, ends, with, pieces] : 1
[the, thickest, and, strongest, of] : 1
[the, thickest, part, at, least] : 1
[the, thickest, was, some, degrees] : 1
[the, thickness, of, an, ordinary] : 1
[the, thickness, of, a, walking] : 1
[the, things, clear, of, it] : 1
[the, things, which, we, have] : 1
[the, things, which, we, want] : 1
[the, thing, that, was, not] : 2
[the, thing, to, be, impossible] : 1
[the, thing, was, hushed, up] : 1
[the, thing, which, is, not] : 1
[the, thing, which, was, not] : 4
[the, thinnest, silks, that, could] : 1
[the, third, day, of, june] : 1
[the, third, glumdalclitch, and, i] : 1
[the, third, green, these, threads] : 1
[the, third, here, the, gray] : 1
[the, third, is, by, a] : 1
[the, third, of, five, sons] : 1
[the, third, or, fourth, time] : 1
[the, third, room, where, i] : 1
[the, third, which, they, all] : 1
[the, thirst, i, had, of] : 1
[the, thoughts, and, cabinets, of] : 1
[the, threads, there, was, an] : 1
[the, three, days, were, elapsed] : 1
[the, three, first, days, of] : 1
[the, three, other, sides, it] : 1
[the, three, parties, and, have] : 1
[the, three, principal, ingredients, of] : 1
[the, throat, this, i, have] : 1
[the, throne, he, was, not] : 1
[the, throne, i, raised, myself] : 1
[the, throne, was, a, large] : 1
[the, thumb, is, once, round] : 1
[the, thus, they, denote, the] : 1
[the, tide, and, so, bade] : 1
[the, tide, and, then, observing] : 1
[the, tide, and, then, plainly] : 1
